0	4	0	0.822667	0
0	4	1	0.724647	1
0	5	0	0.692061	1
0	6	0	1	1
0	6	1	1	1
0	7	0	1	1
0	7	1	0.6785	1
0	6	2	0.70659	1
0	5	1	1	1
0	7	2	0.791491	1
0	5	2	0.928363	1
0	7	3	0	0
0	4	2	0.818818	1
0	6	3	0.827362	1
0	4	3	0.944094	1
0	6	4	0.720898	1
0	5	3	0.76106	1
0	7	4	1	1
0	5	4	0.765395	1
0	7	5	0.789323	1
0	4	4	0.0154626	0
0	6	5	0.786403	1
0	4	5	0.775938	1
0	6	6	0.807613	1
0	5	5	0.861716	1
0	7	6	0.760219	1
0	7	0	1	1
0	6	7	0.763824	1
0	5	7	0.747048	1
0	4	6	0.700836	1
0	4	7	0.863932	1
0	5	6	0.803624	1
0	2	6	0.793493	1
0	3	7	0.705565	1
0	3	6	0.92907	1
0	2	7	0.749084	1
0	1	7	0.982237	1
0	0	7	0.649944	1
0	0	6	0.679147	1
0	2	5	0.711784	1
0	1	6	0.699008	1
0	3	5	0.645657	1
0	1	5	0.806611	1
0	3	4	0.962842	1
0	0	5	0.916455	1
0	2	4	0.84593	1
0	0	4	0.643126	1
0	2	3	0.893978	1
0	1	4	0.763304	1
0	3	3	0.727323	1
0	1	3	0.726278	1
0	3	2	0.747387	1
0	0	3	0.655712	1
0	2	2	0.634904	1
0	0	2	0.709274	1
0	2	1	0.772054	1
0	1	2	0.622841	1
0	0	1	1	1
0	0	0	0.587042	0
0	1	1	0.785774	1
0	1	0	0.755436	1
0	2	0	0.58513	1
0	3	1	0.687336	1
0	3	0	0.597141	1
0	12	0	0	0
0	12	1	0.83303	1
0	13	0	0.661368	1
0	14	0	0.758178	1
0	14	1	0.758643	1
0	15	0	1	1
0	15	1	0.774142	1
0	14	2	0.796443	1
0	13	1	0.760345	1
0	15	2	0.787823	1
0	13	2	0.777488	1
0	15	3	0.772488	1
0	12	2	0.783732	1
0	14	3	0.733971	1
0	12	3	0.761567	1
0	14	4	0.784698	1
0	13	3	0.784403	1
0	15	4	0.77207	1
0	13	4	0.792645	1
0	15	5	0.768415	1
0	12	4	0.761794	1
0	14	5	0.752314	1
0	12	5	0.800534	1
0	14	6	0.71229	1
0	13	5	0.788908	1
0	15	6	0.642541	1
0	15	0	1	1
0	14	7	0.727505	1
0	13	7	0.737604	1
0	12	6	0.782292	1
0	12	7	0.725662	1
0	13	6	0.786718	1
0	10	6	0.819028	1
